name,reg,lamb,test/lr,test/loss,test/ece,test/mce,test/top1_acc,test/top5_acc,test/L,test/alphaD,test/var,test/lambd,test/cummulant,celoss,wd,job_id,data_aug,sweep_model,eval/L,eval/alphaD,eval/cummulant,eval/ece,eval/lambd,eval/loss,eval/lr,eval/mce,eval/top1_acc,eval/top5_acc,eval/var,train/L,train/alphaD,train/cummulant,train/ece,train/lambd,train/loss,train/lr,train/mce,train/top1_acc,train/top5_acc,train/var
resnet56,3,1.0,0.1,0.0373884552902795,0.1082545891404151,0.1919125914573669,0.9017999999981964,0.9965999999980067,0.3648036122322082,0.1898004859685897,0.3015802204608917,0.1000000014901161,0.0014299675822257,0,0.0005,42318077_4,True,cifar10_resnet56,0.3648036122322082,0.3225801289081573,0.0967782139778137,0.1082541793584823,1.0,0.0368584734203403,0,0.1919124126434326,0.9017999999981964,0.9965999999980067,0.3015802204608917,0.0178004000335931,0.0178086813539266,0.0017958376556634,0.1785622388124466,1.0,0.0178002732854001,0,0.3875464797019958,0.9448666666664568,0.9999111111108888,0.004023659043014
resnet56,4,0.01,0.1,0.0289423578274079,0.4477333724498749,0.5477162599563599,0.935999999998128,0.9977999999980044,0.818381130695343,0.1336723566055297,0.1558901369571685,0.1000000014901161,0.0007462352514266,0,0.0005,42318077_7,True,cifar10_resnet56,0.818381130695343,0.0513249635696411,7.96094536781311e-06,0.4477335214614868,0.0099999997764825,0.0289352038264884,0,0.5477160811424255,0.935999999998128,0.9977999999980044,0.1558901369571685,0.0003434692043811,0.0003434947284404,5.736692401114851e-07,0.5612421631813049,0.0099999997764825,0.0003430422935352,0,0.7075775861740112,0.9989333333331114,0.9999999999997778,4.662799619836733e-05
resnet56,5,0.5,0.1,0.0282033084750719,0.1740809679031372,0.26671302318573,0.9301999999981396,0.9973999999980052,0.3885841965675354,0.159148022532463,0.2473201155662536,0.1000000014901161,0.001165397465229,0,0.0005,42318077_15,True,cifar10_resnet56,0.3885841965675354,0.2405191212892532,0.0234918892383575,0.1740810871124267,0.5,0.028177881692417,0,0.2667128443717956,0.9301999999981396,0.9973999999980052,0.2473201155662537,0.0032930457964539,0.0032975864596664,6.246985867619514e-05,0.274321049451828,0.5,0.0032937617852222,0,0.4397698044776917,0.9895555555553356,0.9999999999997778,0.0005135446554049
resnet56,5,0.01,0.1,0.0296649104767234,0.1265198588371276,0.1926978230476379,0.921999999998156,0.9977999999980044,0.3456962704658508,0.167729303240776,0.2714041769504547,0.1000000014901161,0.0012768507003784,0,0.0005,42318077_13,True,cifar10_resnet56,0.3456962704658508,0.067302793264389,1.3244571164250374e-05,0.12651988863945,0.0099999997764825,0.0296545175687217,0,0.1926976442337036,0.921999999998156,0.9977999999980044,0.2714041769504547,0.0058251107111573,0.0037535214796662,7.697963155806067e-08,0.2225416600704193,0.0099999997764825,0.0058284730790046,0,0.3822529315948486,0.981822222222004,0.9999777777775556,0.0011565369786694
resnet56,3,2.0,0.1,0.0354381456793977,0.1553167402744293,0.2545285820960998,0.9083999999981832,0.9967999999980064,0.4073476791381836,0.1795643717050552,0.2774948179721832,0.1000000014901161,0.0013127364218235,0,0.0005,42318077_5,True,cifar10_resnet56,0.4073476791381836,0.3606486618518829,0.2628560066223144,0.1553164422512054,2.0,0.035129627847243,0,0.2545286417007446,0.9083999999981832,0.9967999999980064,0.2774948179721832,0.011207259260118,0.0112259117886424,0.0032714139670133,0.236767515540123,2.0,0.011206474876855,0,0.369448721408844,0.964622222222008,0.9999999999997778,0.0019151011947542
resnet56,3,0.1,0.1,0.0451272362617519,0.1410366594791412,0.3072228729724884,0.8905999999982188,0.996999999998006,0.4401873350143432,0.2059718519449234,0.334018737077713,0.1000000014901161,0.0015888139605522,0,0.0005,42318077_2,True,cifar10_resnet56,0.440187394618988,0.2059718519449234,0.0015888139605522,0.1410367041826248,0.1000000014901161,0.0449138076751372,0,0.3072228729724884,0.8905999999982188,0.996999999998006,0.3340187072753906,0.0279560573399066,0.0251625981181859,4.1394494473934174e-05,0.2041326314210891,0.1000000014901161,0.0279507885184344,0,0.3026386499404907,0.921266666666462,0.9993111111108892,0.0083919893950223
resnet56,4,2.0,0.1,0.0300987943856425,0.3716635704040527,0.4703080952167511,0.932999999998134,0.9967999999980064,0.682924747467041,0.1461900174617767,0.1908134967088699,0.1000000014901161,0.0009096637368202,0,0.0005,42318077_11,True,cifar10_resnet56,0.6829246878623962,0.3783691823482513,0.1924108266830444,0.3716636598110199,2.0,0.0305697931755222,0,0.4703080356121063,0.932999999998134,0.9967999999980064,0.1908134818077087,0.0003032473032362,0.0003231733862776,6.576126907020807e-05,0.4951171278953552,2.0,0.0003028888788495,0,0.703971803188324,0.9991555555553336,0.9999999999997778,3.713310434250161e-05
resnet56,3,0.001,0.1,0.0449658285601615,0.1298932135105133,0.2085645198822021,0.8867999999982265,0.9975999999980047,0.4351741075515747,0.2105452716350555,0.3412872850894928,0.1000000014901161,0.0016244053840637,0,0.0005,42318077_0,True,cifar10_resnet56,0.4351741075515747,0.0256318766623735,2.9863440431654453e-07,0.1298932284116745,0.0010000000474974,0.0449853233768126,0,0.2085646390914917,0.8867999999982265,0.9975999999980047,0.3412872850894928,0.0321945175528526,0.0043887738138437,7.232665666379035e-07,0.1881976425647735,0.0010000000474974,0.0321963945681731,0,0.2948843836784363,0.9129555555553528,0.998999999999778,0.0105076227337121
resnet56,5,1.0,0.1,0.0271034177490034,0.1860683411359787,0.2582511305809021,0.9345999999981308,0.9981999999980036,0.3932062983512878,0.1520782560110092,0.2331496477127075,0.1000000014901161,0.0010983198881149,0,0.0005,42318077_16,True,cifar10_resnet56,0.3932063281536102,0.2638159096240997,0.0710971057415008,0.1860680133104324,1.0,0.0274384945959496,0,0.2582508325576782,0.9345999999981308,0.9981999999980036,0.2331496477127075,0.0026861869264394,0.0026957804802805,0.0001818381715565,0.2907903790473938,1.0,0.0026845804500767,0,0.4615174531936645,0.9917999999997796,0.9999999999997778,0.0003897787828464
resnet56,4,0.001,0.1,0.0286081699511419,0.4212100207805633,0.5064327716827393,0.9381999999981236,0.9971999999980056,0.7564923167228699,0.1327487379312515,0.1621511727571487,0.1000000014901161,0.000773400068283,0,0.0005,42318077_6,True,cifar10_resnet56,0.7564922571182251,0.0175210833549499,2.2863969206810005e-07,0.4212099909782409,0.0010000000474974,0.0280151076474781,0,0.5064322352409363,0.9381999999981236,0.9971999999980056,0.1621511727571487,0.000390332104871,0.0002821335219778,3.903321328380116e-07,0.5442495942115784,0.0010000000474974,0.0003898469507569,0,0.6976544857025146,0.998688888888667,0.9999999999997778,6.491524254670367e-05
