SGD-DA,SGD-L2,SGD-L2-DA,SGD,SGD-IR,SGD-DA-IR,SGD-L2-DA-IR,SGD-L2-IR
2.812548875808716,2.0309152603149414,1.5360195636749268,4.054688930511475,3.3649632930755615,1.8915294408798218,1.396401286125183,1.8654835224151611
2.873211622238159,1.9281085729599,1.7462620735168457,4.071318626403809,3.3829967975616455,1.8732720613479614,1.4498324394226074,2.088355302810669
2.7725515365600586,1.883102297782898,1.7061982154846191,4.044647693634033,3.3664000034332275,1.9237135648727417,1.4660085439682007,1.9385051727294922
2.8033859729766846,1.8545093536376953,1.4763565063476562,4.063300132751465,3.3828506469726562,1.91305410861969,1.3769593238830566,1.9859726428985596
2.790576934814453,1.8315714597702026,1.5383296012878418,4.0458526611328125,3.3720433712005615,1.8901386260986328,1.4231464862823486,1.948778510093689
2.7972218990325928,1.8172246217727661,1.5813407897949219,4.052584171295166,3.3790054321289062,1.9465889930725098,1.382880687713623,1.8455761671066284
2.813157320022583,1.800426721572876,1.5447839498519897,4.069124698638916,3.3914873600006104,1.921960473060608,1.6552034616470337,1.8943581581115723
2.813274383544922,1.7875609397888184,1.6170802116394043,4.061389923095703,3.3701717853546143,1.9425135850906372,1.3929462432861328,1.9339097738265991
2.837954521179199,1.7815780639648438,1.5273150205612183,4.056253910064697,3.3734023571014404,1.9012595415115356,1.3780028820037842,1.8765356540679932
2.8572440147399902,1.7744355201721191,1.5747989416122437,4.065227031707764,3.3916006088256836,1.9610952138900757,1.4723176956176758,1.8784044981002808
2.824174404144287,1.771087408065796,1.5025267601013184,4.0589599609375,3.3853647708892822,1.9561429023742676,1.3754842281341553,1.830824613571167
2.868417739868164,1.768316388130188,1.422826886177063,4.091155529022217,3.394829511642456,1.944561243057251,1.3714308738708496,1.8271962404251099
2.838862419128418,1.7646952867507935,1.491334080696106,4.056650638580322,3.3897855281829834,1.9231288433074951,1.3145591020584106,1.796157717704773
2.859025239944458,1.772660493850708,1.4947764873504639,4.063130855560303,3.391853094100952,1.9792734384536743,1.3595349788665771,1.8747366666793823
2.8621861934661865,1.770111083984375,1.506428599357605,4.079183101654053,3.3975584506988525,1.9615845680236816,1.3267251253128052,1.7759042978286743
2.860628366470337,1.7607388496398926,1.4932574033737183,4.070404052734375,3.3921210765838623,1.9830554723739624,1.267119288444519,1.794114589691162
2.8519725799560547,1.7682706117630005,1.4515084028244019,4.060685157775879,3.3950159549713135,2.0106329917907715,1.424836277961731,1.818208932876587
2.8604164123535156,1.77165949344635,1.6176347732543945,4.074375629425049,3.400710344314575,2.0081467628479004,1.3112525939941406,1.8246632814407349
2.8390235900878906,1.773602843284607,1.5694167613983154,4.074028968811035,3.40545392036438,2.004636526107788,1.2544304132461548,1.7936220169067383
2.8631701469421387,1.7767003774642944,1.496017575263977,4.073229789733887,3.4047253131866455,2.012139320373535,1.3470308780670166,1.754187822341919
2.885702610015869,1.776969075202942,1.5487357378005981,4.057576656341553,3.395826578140259,2.030491352081299,1.3255417346954346,1.7311302423477173
