name,wd,reg,lamb,celoss,job_id,lamb_wd,data_aug,sweep_model,eval/L,eval/alphaD,eval/cummulant,eval/ece,eval/lambd,eval/loss,eval/lr,eval/mce,eval/top1_acc,eval/top5_acc,eval/var,train/L,train/alphaD,train/cummulant,train/ece,train/lambd,train/loss,train/lr,train/mce,train/top1_acc,train/top5_acc,train/var
"resnet56-reg:3,lamb:0.5",0.001,3,0.5,1,43253683_3,True,True,cifar10_resnet56,0.2524345219135284,0.2514908611774444,0.0488151460886001,0.0215256102383136,0.5,0.2505599802969784,0,0.1233274340629577,0.9151999999981696,0.9981999999980036,0.6672999858856201,0.1065616607666015,0.1051078364253044,0.0109596252441406,0.0230427794158458,0.5,0.1065473770662208,0,0.1761068850755691,0.9662444444442296,0.9996666666664444,0.1180327534675598
"resnet56-reg:3,lamb:1.0",0.0005,3,1.0,1,43253683_4,True,True,cifar10_resnet56,0.2698637545108795,0.2698598802089691,0.1783625185489654,0.0403007864952087,1.0,0.2690789042557956,0,0.2468268275260925,0.921999999998156,0.9967999999980064,1.1161038875579834,0.0355576165020465,0.0355453826487064,0.0096319802105426,0.0113528501242399,1.0,0.0355397314342204,0,0.1293376088142395,0.9893333333331136,0.9999333333331112,0.0302092395722866
"resnet56-reg:3,lamb:0.1",0.005,3,0.1,1,43253683_2,True,True,cifar10_resnet56,2.302626132965088,0.0020888384897261,-1.341104507446289e-07,7.157772779464722e-05,0.1000000014901161,2.302617179196134,0,7.157772779464722e-05,0.1005999999997988,0.499999999999,2.4042628865572624e-05,2.302593946456909,0.0020659337751567,4.172325134277344e-07,0.0006967782974243,0.1000000014901161,2.30259370655285,0,0.0006967782974243,0.0999333333333111,0.4999999999998889,2.34710423683282e-05
"resnet56-reg:3,lamb:2.0",0.00025,3,2.0,1,43253683_5,True,True,cifar10_resnet56,0.3234272599220276,0.3234388828277588,0.5396701097488403,0.044038388878107,2.0,0.3181645041603471,0,0.281026542186737,0.92499999999815,0.996999999998006,1.899227261543274,0.0119184497743845,0.0119276884943246,0.0074527747929096,0.0056976005434989,2.0,0.0119117098557344,0,0.3732360899448395,0.9972444444442228,0.9999999999997778,0.007247052155435
"resnet56-reg:4,lamb:0.001",0.5,4,0.001,1,43253683_6,True,True,cifar10_resnet56,2.302605390548706,2.875048812711611e-05,4.358589649200441e-07,0.004897266626358,0.0010000000474974,2.30260463837888,0,0.004897266626358,0.0951999999998096,0.4867999999990264,4.129163926336332e-07,2.3025832176208496,2.876494181691669e-05,4.135072231292725e-07,0.0004357248544692,0.0010000000474974,2.302583094216778,0,0.0004357248544692,0.100533333333311,0.5014666666665553,4.089954472874524e-07
"resnet56-reg:4,lamb:0.01",0.05,4,0.01,1,43253683_7,True,True,cifar10_resnet56,2.302663564682007,0.0003376190725248,1.695007085800171e-07,0.0051724016666412,0.0099999997764825,2.302660261433356,0,0.0051724016666412,0.0951999999998096,0.4867999999990264,5.732098998123547e-06,2.302579879760742,0.0003361522976774,2.849847078323364e-07,0.0001584440469741,0.0099999997764825,2.3025796330834285,0,0.0001584440469741,0.100533333333311,0.5014666666665553,5.702539056073874e-06
"resnet56-reg:4,lamb:0.1",0.005,4,0.1,1,43253683_8,True,True,cifar10_resnet56,0.2557746171951294,0.2324064075946808,0.0032328702509403,0.0240146666765213,0.1000000014901161,0.2553461334322692,0,0.1215266734361648,0.9211999999981576,0.9965999999980067,0.733278214931488,0.0809821039438247,0.0674900114536285,0.0004335306584835,0.0222109295427799,0.1000000014901161,0.0809807098763279,0,0.1254736185073852,0.9774888888886716,0.9996666666664444,0.0936277210712432
"resnet56-reg:4,lamb:0.5",0.001,4,0.5,1,43253683_9,True,True,cifar10_resnet56,0.2347659617662429,0.2347222119569778,0.0671233907341957,0.0365919917821884,0.5,0.234455240028098,0,0.2377826571464538,0.9417999999981164,0.997999999998004,1.1855096817016602,0.0046703298576176,0.0045315101742744,0.0002304057125002,0.0027559751179069,0.5,0.0046687409747385,0,0.65977543592453,0.9992888888886668,0.9999999999997778,0.002380970865488
"vgg11_bn-reg:3,lamb:0.01",0.05,3,0.01,1,43253683_1,True,True,cifar10_vgg11_bn,2.302726030349731,0.0010600044624879,7.934868335723877e-07,0.004317969083786,0.0099999997764825,2.302740894596768,0,0.004317969083786,0.096999999999806,0.4921999999990156,5.649086233461276e-05,2.302600860595703,0.0010582038667052,4.954636096954346e-07,0.0009601786732673,0.0099999997764825,2.302599917627765,0,0.0009601786732673,0.100333333333311,0.5008666666665554,5.6278273405041546e-05
"vgg11_bn-reg:3,lamb:0.001",0.5,3,0.001,1,43253683_0,True,True,cifar10_vgg11_bn,2.302595615386963,9.654481254983692e-05,4.256144165992737e-07,0.0031128525733947,0.0010000000474974,2.3025943983009123,0,0.0031128525733947,0.0971999999998056,0.4973999999990052,4.665802407544106e-06,2.302586555480957,9.71872650552541e-05,4.167668521404267e-07,4.731118679046631e-06,0.0010000000474974,2.3025863047396897,0,4.731118679046631e-06,0.1003111111110888,0.5002888888887778,4.733113200927619e-06
