name,reg,lamb,test/lr,test/loss,test/ece,test/mce,test/top1_acc,test/top5_acc,test/L,test/alphaD,test/var,test/lambd,test/cummulant,celoss,wd,job_id,data_aug,sweep_model,eval/L,eval/alphaD,eval/cummulant,eval/ece,eval/lambd,eval/loss,eval/lr,eval/mce,eval/top1_acc,eval/top5_acc,eval/var,train/L,train/alphaD,train/cummulant,train/ece,train/lambd,train/loss,train/lr,train/mce,train/top1_acc,train/top5_acc,train/var
shufflenetv2_x1_0,5,0.5,0.1,1.1590382629798222,0.1086622029542923,0.2165930271148681,0.7071999999985856,0.9237999999981524,1.1623833179473877,0.7493532299995422,4.370452880859375,0.1000000014901161,0.018518179655075,1,0.0005,42516418_15,True,cifar100_shufflenetv2_x1_0,1.1623833179473877,1.1271491050720217,0.2820497751235962,0.1086619347333908,0.5,1.16237706185873,0,0.2165932655334473,0.7071999999985856,0.9237999999981524,4.370452880859375,0.0736933723092079,0.0668900385499,0.0026221759617328,0.0551435127854347,0.5,0.0737245625943728,0,0.3168475031852722,0.9941777777775568,0.9999555555553334,0.024080891162157
shufflenetv2_x1_0,5,0.001,0.1,1.1081471735658757,0.0852671489119529,0.1572519540786743,0.7011999999985976,0.9187999999981624,1.1071445941925049,0.6784281134605408,3.4487013816833496,0.1000000014901161,0.0150437504053115,1,0.0005,42516418_12,True,cifar100_shufflenetv2_x1_0,1.1071445941925049,0.0816535130143165,1.8362188711762428e-06,0.0852672830224037,0.0010000000474974,1.1067272597978173,0,0.1572516560554504,0.7011999999985976,0.9187999999981624,3.4487013816833496,0.2579460442066192,0.0223273653537035,4.540197551250458e-07,0.0849767625331878,0.0010000000474974,0.2580514063234715,0,0.2170355319976806,0.9382222222220138,0.9964444444442232,0.2656711637973785
shufflenetv2_x1_0,5,2.0,0.1,1.218602695451833,0.1170343309640884,0.2475143074989318,0.6995999999986008,0.9193999999981612,1.2133077383041382,0.7744311690330505,4.556552410125732,0.1000000014901161,0.0194258913397789,1,0.0005,42516418_17,True,cifar100_shufflenetv2_x1_0,1.2133077383041382,1.2131210565567017,1.8906314373016355,0.117035187780857,2.0,1.2158360236764447,0,0.2475144267082214,0.6995999999986008,0.9193999999981612,4.556552410125732,0.0571212023496627,0.056832667440176,0.0192726552486419,0.0465664714574813,2.0,0.0571371282587721,0,0.315334677696228,0.9969999999997784,0.9999999999997778,0.0136981531977653
shufflenetv2_x1_0,4,0.01,0.1,1.167650496375861,0.1108831241726875,0.2152861356735229,0.7221999999985557,0.916999999998166,1.1669405698776243,0.7741725444793701,4.563220977783203,0.1000000014901161,0.019458383321762,1,0.0005,42516418_7,True,cifar100_shufflenetv2_x1_0,1.1669405698776243,0.2849936485290527,0.0002253139391541,0.1108833253383636,0.0099999997764825,1.1686319583771707,0,0.2152860164642334,0.7221999999985557,0.916999999998166,4.563220977783203,0.016036981716752,0.0050830701366066,1.5251862350851297e-07,0.0143017601221799,0.0099999997764825,0.0160462242192784,0,0.6346059441566467,0.9995333333331112,0.9999999999997778,0.0023634475655853
shufflenetv2_x1_0,4,0.5,0.1,1.1537721091700468,0.1078021973371505,0.212310791015625,0.7193999999985612,0.9123999999981752,1.1523897647857666,0.7592765092849731,4.339878082275391,0.1000000014901161,0.0186641886830329,1,0.0005,42516418_9,True,cifar100_shufflenetv2_x1_0,1.152389645576477,1.1294243335723877,0.2883234620094299,0.1078021675348282,0.5,1.154203330893388,0,0.212310791015625,0.7193999999985612,0.9123999999981752,4.339878082275391,0.0198270883411169,0.0178451091051101,0.0002862019464373,0.0180108472704887,0.5,0.019840104334961,0,0.4795274138450622,0.9995777777775556,0.9999999999997778,0.002498667454347
shufflenetv2_x1_0,4,2.0,0.1,1.133107399373937,0.1025435701012611,0.1723468899726867,0.7251999999985496,0.9227999999981544,1.1412981748580933,0.7524033784866333,4.309280872344971,0.1000000014901161,0.0184610411524772,1,0.0005,42516418_11,True,cifar100_shufflenetv2_x1_0,1.1412981748580933,1.1411994695663452,1.796354055404663,0.1025431230664253,2.0,1.1428933644540735,0,0.1723471879959106,0.7251999999985496,0.9227999999981544,4.309280872344971,0.0200992692261934,0.01997010409832,0.0036470629274845,0.0183477345854043,2.0,0.0201107428281317,0,0.6486743688583374,0.999622222222,0.9999999999997778,0.0024095145054161
shufflenetv2_x1_0,3,1.0,0.1,1.1258203918073135,0.0462507158517837,0.0900236666202545,0.6757999999986484,0.9137999999981724,1.1279126405715942,0.6217708587646484,2.8501381874084477,0.1000000014901161,0.0125982463359832,1,0.0005,42516418_4,True,cifar100_shufflenetv2_x1_0,1.1279126405715942,1.1032512187957764,0.6076270341873169,0.0462509170174598,1.0,1.1297574484659971,0,0.0900240242481231,0.6757999999986484,0.9137999999981724,2.8501381874084477,0.4206352233886719,0.3959388434886933,0.1136131286621093,0.1342943161725998,1.0,0.4207459069888058,0,0.2415069937705993,0.8953111111109122,0.9947555555553346,0.3445613086223602
shufflenetv2_x1_0,3,0.5,0.1,1.1482521319608547,0.0170252136886119,0.0898373425006866,0.672999999998654,0.9133999999981732,1.1490635871887207,0.5995740294456482,2.559793710708618,0.1000000014901161,0.0114994496107101,1,0.0005,42516418_3,True,cifar100_shufflenetv2_x1_0,1.1490635871887207,1.0066684484481812,0.2022449970245361,0.017025277018547,0.5,1.1495863759730205,0,0.0898373425006866,0.672999999998654,0.9133999999981732,2.559793710708618,0.6211700439453125,0.5109241604804993,0.0610780715942382,0.12708181142807,0.5,0.6212763078157764,0,0.1963563561439514,0.8249333333331501,0.9837111111108926,0.6345924139022827
shufflenetv2_x1_0,4,0.1,0.1,1.2060264402558276,0.1139813363552093,0.2298533320426941,0.7167999999985664,0.9091999999981816,1.1979060173034668,0.7865456342697144,4.620442390441895,0.1000000014901161,0.0198245495557785,1,0.0005,42516418_8,True,cifar100_shufflenetv2_x1_0,1.1979060173034668,0.7865456342697144,0.0198245495557785,0.1139818951487541,0.1000000014901161,1.1964266324021604,0,0.2298532128334045,0.7167999999985664,0.9091999999981816,4.620441913604736,0.0160167664289474,0.0106718521565198,9.9940225481987e-06,0.0143764298409223,0.1000000014901161,0.0160238323565357,0,0.6338397264480591,0.9995111111108892,0.9999999999997778,0.0020345416851341
shufflenetv2_x1_0,0,0.0,0.1,1.1960259431580904,0.1110104471445083,0.2414214015007019,0.7187999999985624,0.91499999999817,1.189006209373474,0.7793903946876526,4.532901763916016,0.1000000014901161,0.019471488893032,1,0.0005,42516422,True,cifar100_shufflenetv2_x1_0,1.1890060901641846,0.0102743711322546,0.0,0.1110103204846382,0.0,1.191699966192442,0,0.2414215207099914,0.7187999999985624,0.91499999999817,4.532901287078857,0.015293488278985,3.38829995598644e-05,0.0,0.013755646534264,0.0,0.0153075915604429,0,0.3812582790851593,0.9995777777775556,0.9999999999997778,0.0020681298337876
