name,reg,lamb,test/lr,test/loss,test/ece,test/mce,test/top1_acc,test/top5_acc,test/L,test/alphaD,test/var,test/lambd,test/cummulant,celoss,wd,job_id,lamb_wd,data_aug,sweep_model,eval/L,eval/alphaD,eval/cummulant,eval/ece,eval/lambd,eval/loss,eval/lr,eval/mce,eval/top1_acc,eval/top5_acc,eval/var,train/L,train/alphaD,train/cummulant,train/ece,train/lambd,train/loss,train/lr,train/mce,train/top1_acc,train/top5_acc,train/var
repvgg_a1,10,0.1,0.1,0.9210972989960476,0.0702007114887237,0.1565409302711486,0.7687999999984624,0.9375999999981248,0.9215438961982728,0.6375019550323486,3.20686936378479,0.1000000014901161,0.0138691663742065,1,0.0005,43472234,False,True,cifar100_repvgg_a1,0.9215433597564696,0.6375014185905457,0.0138691142201423,0.070201575756073,0.1000000014901161,0.9180032218873042,0,0.1565423607826233,0.7687999999984624,0.9375999999981248,3.2068686485290527,0.0055206129327416,0.0033798941876739,3.698572982102633e-06,0.0048293718136847,0.1000000014901161,0.0055207835377591,0,0.3002706170082092,0.9996666666664444,0.9999999999997778,0.0006674171891063
resnet44,10,0.1,0.1,1.1824588173676025,0.1202759444713592,0.2205670475959777,0.713999999998572,0.923999999998152,1.17988121509552,0.7783694863319397,4.674595355987549,0.1000000014901161,0.0197892412543296,1,0.0005,43472234,False,True,cifar100_resnet44,1.17988121509552,0.7783694863319397,0.0197892412543296,0.1202750504016876,0.1000000014901161,1.175328459748067,0,0.2205669283866882,0.713999999998572,0.923999999998152,4.674595355987549,0.0641781091690063,0.0437776185572147,0.0001350040547549,0.0458857826888561,0.1000000014901161,0.0641907168388808,0,0.3522837460041046,0.9944666666664458,0.9998444444442224,0.0280348714441061
mobilenetv2_x0_75,10,0.1,0.1,0.9668765808277876,0.0803966149687767,0.1865356564521789,0.7561999999984876,0.9381999999981236,0.9623899459838868,0.6557093262672424,3.3887202739715576,0.1000000014901161,0.0146168768405914,1,0.0005,43472234,False,True,cifar100_mobilenetv2_x0_75,0.9623879790306092,0.6557074189186096,0.0146166756749153,0.0803970992565155,0.1000000014901161,0.9668214286500044,0,0.1865339875221252,0.7561999999984876,0.9381999999981236,3.3887178897857666,0.0295246317982673,0.0192369278520345,2.754409797489643e-05,0.0257942024618387,0.1000000014901161,0.0295291435888022,0,0.3878301084041595,0.9991555555553336,0.9999999999997778,0.0055502094328403
mobilenetv2_x0_5,10,0.1,0.1,1.0244762266520304,0.0882961526513099,0.197305679321289,0.733999999998532,0.9277999999981444,1.023937106132507,0.6765713691711426,3.602177143096924,0.1000000014901161,0.0154453143477439,1,0.0005,43472234,False,True,cifar100_mobilenetv2_x0_5,1.023937106132507,0.6765713691711426,0.0154453143477439,0.0882965475320816,0.1000000014901161,1.0255487496493505,0,0.1973063945770263,0.733999999998532,0.9277999999981444,3.602177143096924,0.0750293806195259,0.0495466142892837,0.0001434339210391,0.0531363971531391,0.1000000014901161,0.0750637565781468,0,0.3446976244449615,0.992866666666446,0.9999999999997778,0.029488418251276
vgg16_bn,10,0.1,0.1,1.295269589968591,0.1597716510295868,0.389747142791748,0.7471999999985056,0.916999999998166,1.2947096824645996,0.9396470189094543,6.758423328399658,0.1000000014901161,0.027902752161026,1,0.0005,43472234,False,True,cifar100_vgg16_bn,1.2947120666503906,0.9396494030952454,0.0279029905796051,0.1597720235586166,0.1000000014901161,1.2992662780941109,0,0.3897455930709839,0.7471999999985056,0.916999999998166,6.7584381103515625,0.0076556308194994,0.005547628737986,1.216039527207613e-05,0.0059031411074101,0.1000000014901161,0.0076564739424808,0,0.822091817855835,0.9993777777775558,0.9999999999997778,0.0024737427011132
resnet56,10,0.1,0.1,1.1527527803379305,0.1228714883327484,0.275014579296112,0.7185999999985628,0.9231999999981536,1.1577601432800293,0.7724380493164062,4.565771102905273,0.1000000014901161,0.0194520577788352,1,0.0005,43472234,False,True,cifar100_resnet56,1.1577601432800293,0.7724353075027466,0.0194520577788352,0.1228715255856514,0.1000000014901161,1.1535929554893352,0,0.2750141024589538,0.7185999999985628,0.9231999999981536,4.565771102905273,0.0379963815212249,0.0259970016777515,5.360553041100502e-05,0.0307789165526628,0.1000000014901161,0.0380006581840781,0,0.5881386995315552,0.9980888888886672,0.9999777777775556,0.011073712259531
shufflenetv2_x0_5,10,0.1,0.1,1.2129626774683553,0.0891367942094802,0.1657557487487793,0.67999999999864,0.9043999999981912,1.2148354053497314,0.723081648349762,3.85523533821106,0.1000000014901161,0.0167758241295814,1,0.0005,43472234,False,True,cifar100_shufflenetv2_x0_5,1.214835524559021,0.723081648349762,0.0167758390307426,0.0891368389129638,0.1000000014901161,1.2131799870624012,0,0.1657557487487793,0.67999999999864,0.9043999999981912,3.855235338211059,0.1967747956514358,0.1168441027402877,0.0006163921207189,0.101326048374176,0.1000000014901161,0.196792060667474,0,0.2975869178771972,0.9671777777775628,0.9989333333331114,0.1292713731527328
shufflenetv2_x1_0,10,0.1,0.1,1.0564073855363256,0.0869783461093902,0.2058802247047424,0.7333999999985332,0.9213999999981572,1.0567660331726074,0.6910653710365295,3.608295202255249,0.1000000014901161,0.0156831294298172,1,0.0005,43472234,False,True,cifar100_shufflenetv2_x1_0,1.0567660331726074,0.6910653710365295,0.0156831219792366,0.0869787037372589,0.1000000014901161,1.0553035343377275,0,0.2058800458908081,0.7333999999985332,0.9213999999981572,3.608295202255249,0.0150364432483911,0.0088748214766383,6.375717930495739e-06,0.0139138903468847,0.1000000014901161,0.0150483683409847,0,0.2191827893257141,0.9996666666664444,0.9999999999997778,0.0012948678340762
shufflenetv2_x1_5,10,0.1,0.1,0.9337860013345978,0.061694648116827,0.254115879535675,0.755999999998488,0.9331999999981336,0.936837077140808,0.6189032793045044,2.893080711364746,0.1000000014901161,0.0127654001116752,1,0.0005,43472234,False,True,cifar100_shufflenetv2_x1_5,0.936837077140808,0.6189032196998596,0.0127653926610946,0.0616947226226329,0.1000000014901161,0.9353253955932808,0,0.254115879535675,0.755999999998488,0.9331999999981336,2.893080711364746,0.0084085697308182,0.0047317636199295,3.5309349186718464e-06,0.00778070371598,0.1000000014901161,0.0084084146571944,0,0.267004907131195,0.9997555555553336,0.9999999999997778,0.0006091322284191
repvgg_a2,10,0.1,0.1,0.8534816707873628,0.0527957193553447,0.1343817710876464,0.7793999999984412,0.9453999999981092,0.8545405864715576,0.5861918330192566,2.687328100204468,0.1000000014901161,0.0117951110005378,1,0.0005,43472234,False,True,cifar100_repvgg_a2,0.8545405864715576,0.5861918330192566,0.0117951110005378,0.0527961999177932,0.1000000014901161,0.8577102060797813,0,0.1343819499015808,0.7793999999984412,0.9453999999981092,2.687328100204468,0.0041567673906683,0.0024637223687022,2.735760062932968e-06,0.003646584926173,0.1000000014901161,0.0041573343767052,0,0.3246037364006042,0.999799999999778,0.9999999999997778,0.0004162579134572
