SGD-DA,SGD,SGD-L2-DA,SGD-L2,SGD-DA-IR,SGD-IR,SGD-L2-DA-IR,SGD-L2-IR
3.218287706375122,3.2797818183898926,2.286761522293091,3.0245957374572754,0.01779615879058838,0.011924803256988525,0.0225752592086792,0.022445321083068848
3.139467716217041,2.9715137481689453,2.505924701690674,2.9478530883789062,0.055458247661590576,0.03535658121109009,0.04246711730957031,0.04405379295349121
3.2476577758789062,2.5306475162506104,2.5783352851867676,2.507167100906372,0.06116420030593872,0.06551593542098999,0.055972933769226074,0.0716504454612732
2.5829129219055176,2.5026886463165283,3.0332882404327393,2.5350699424743652,0.06081193685531616,0.06378918886184692,0.06452947854995728,0.06393164396286011
2.223635196685791,2.193474769592285,2.069321870803833,2.3752024173736572,0.09735167026519775,0.08105605840682983,0.09459763765335083,0.10018020868301392
2.4273521900177,2.435455799102783,2.4640064239501953,2.1356968879699707,0.09639978408813477,0.09532690048217773,0.11287838220596313,0.10509490966796875
2.16512393951416,1.9985063076019287,1.9975757598876953,1.9268852472305298,0.10479480028152466,0.10093957185745239,0.10581523180007935,0.10100454092025757
1.9071409702301025,1.8062766790390015,1.8531100749969482,2.2866578102111816,0.11710166931152344,0.1246941089630127,0.11229246854782104,0.1630440354347229
1.8874187469482422,1.8709720373153687,1.9446852207183838,2.2276649475097656,0.1412677764892578,0.12709647417068481,0.15682637691497803,0.11776924133300781
1.846798300743103,2.196533203125,1.7526686191558838,1.9836671352386475,0.1465386152267456,0.13168245553970337,0.15786170959472656,0.12835055589675903
1.9124971628189087,2.1608188152313232,1.7053298950195312,1.829014539718628,0.1605883240699768,0.12734055519104004,0.1835101842880249,0.1358431577682495
1.6130205392837524,2.200920820236206,1.8443424701690674,1.8738317489624023,0.14537960290908813,0.1365557312965393,0.1717698574066162,0.13165414333343506
1.6204760074615479,2.179117441177368,1.7078475952148438,1.7290245294570923,0.1837816834449768,0.13888537883758545,0.19341915845870972,0.13568460941314697
1.7519781589508057,2.33980655670166,1.7523887157440186,2.012279510498047,0.189073383808136,0.14531180262565613,0.16156882047653198,0.14532893896102905
1.7027629613876343,2.374544382095337,2.265270233154297,1.970688819885254,0.165063738822937,0.14320716261863708,0.149194598197937,0.15241488814353943
1.596038818359375,2.369216203689575,1.8319036960601807,1.7841989994049072,0.16907885670661926,0.16689181327819824,0.16980960965156555,0.17063915729522705
1.5165258646011353,2.6461281776428223,1.883527398109436,2.0992066860198975,0.18089428544044495,0.15790164470672607,0.14818504452705383,0.17749130725860596
1.623389482498169,2.556244373321533,1.694818139076233,2.0130367279052734,0.18920868635177612,0.1699015498161316,0.21348237991333008,0.1454627513885498
1.428179144859314,2.7466800212860107,1.5875132083892822,2.0111935138702393,0.156296044588089,0.1772455871105194,0.13107091188430786,0.14506086707115173
1.677323579788208,2.663055181503296,1.6847145557403564,2.411221742630005,0.1766115427017212,0.17055943608283997,0.24980485439300537,0.17985686659812927
1.4941623210906982,2.8446664810180664,1.889187216758728,1.9141261577606201,0.1527509093284607,0.17055928707122803,0.18014028668403625,0.1706269383430481
1.5840256214141846,3.026545763015747,1.4240398406982422,2.191185474395752,0.16140803694725037,0.18256112933158875,0.16860008239746094,0.18780812621116638
1.5261518955230713,3.0058226585388184,2.19724702835083,1.8631893396377563,0.1862773299217224,0.18343746662139893,0.19655108451843262,0.15143826603889465
1.5097166299819946,3.1900715827941895,2.2526724338531494,2.600327253341675,0.181848406791687,0.18324539065361023,0.21912813186645508,0.13711482286453247
1.4784705638885498,3.012255907058716,1.5540359020233154,2.0584449768066406,0.15758812427520752,0.18624663352966309,0.18049195408821106,0.16053065657615662
1.586965799331665,3.3617043495178223,1.5592352151870728,1.9848997592926025,0.15899524092674255,0.206872820854187,0.20202010869979858,0.15526294708251953
1.7000644207000732,3.3460965156555176,1.7764770984649658,2.010164737701416,0.18391594290733337,0.20455360412597656,0.1911485195159912,0.15853628516197205
1.5143004655838013,3.3014044761657715,1.4381712675094604,2.029508352279663,0.21973013877868652,0.24227499961853027,0.24293452501296997,0.15268340706825256
1.633994698524475,3.448657274246216,1.6770836114883423,2.0581555366516113,0.17893314361572266,0.2431650459766388,0.16876056790351868,0.1543453335762024
1.6565067768096924,3.92362642288208,1.6114780902862549,2.2332615852355957,0.1673935353755951,0.24002864956855774,0.20534247159957886,0.14954641461372375
1.5414907932281494,3.243891954421997,1.5823010206222534,1.9656918048858643,0.1748080551624298,0.21056070923805237,0.18989518284797668,0.16890212893486023
1.5911221504211426,3.503525495529175,1.5091605186462402,1.9981037378311157,0.1653018593788147,0.23763656616210938,0.24626225233078003,0.19352883100509644
1.5287305116653442,3.743833065032959,1.6485397815704346,2.2236733436584473,0.2013149857521057,0.2509304881095886,0.16138195991516113,0.1832166314125061
1.55485999584198,3.703767776489258,1.5505750179290771,2.212629795074463,0.20749419927597046,0.2703513205051422,0.16589224338531494,0.1703338325023651
1.5333231687545776,3.7890193462371826,1.892335295677185,1.9471609592437744,0.1904354989528656,0.2940031886100769,0.16995802521705627,0.1550164818763733
1.5793700218200684,3.540911912918091,1.387774109840393,2.0677192211151123,0.15762165188789368,0.27964457869529724,0.19992560148239136,0.18358170986175537
1.702538251876831,3.8281235694885254,1.5545023679733276,2.148348569869995,0.16481608152389526,0.3213748335838318,0.19815683364868164,0.19305363297462463
1.6363525390625,3.8782448768615723,1.7854458093643188,2.4112534523010254,0.15134960412979126,0.3202979266643524,0.1707780361175537,0.16525328159332275
1.5704219341278076,3.864017963409424,1.6195533275604248,2.3282546997070312,0.20040184259414673,0.3311268985271454,0.22121429443359375,0.20284250378608704
1.7124426364898682,3.992163896560669,1.464205265045166,2.373534679412842,0.16247421503067017,0.3312969207763672,0.15345409512519836,0.16148924827575684
1.6064884662628174,3.8560333251953125,1.4997613430023193,1.9669418334960938,0.16504228115081787,0.3404633700847626,0.1749904453754425,0.16747981309890747
