id,name,reg,lamb,eval/lr,eval/loss,eval/ece,eval/mce,eval/top1_acc,eval/top5_acc,eval/L,eval/alphaD,eval/var,eval/lambd,eval/cummulant,test/lr,test/loss,test/ece,test/mce,test/top1_acc,test/top5_acc,test/L,test/alphaD,test/var,test/lambd,test/cummulant
10,shufflenetv2_x0_5,5,0.01,0.1,0.34658920418333894,0.03628182411193848,0.39497992396354675,0.87799999999122,0.99699999999003,0.34658917784690857,0.2775580883026123,0.8440625667572021,0.10000000149011612,0.0037069469690322876,0.1,0.34902748095620273,0.0283160712569952,0.0954555869102478,0.8843333333323506,0.9959999999988932,0.34902751445770264,0.28537189960479736,0.8662197589874268,0.10000000149011612,0.0038511157035827637
11,shufflenetv2_x0_5,3,0.001,0.1,0.6051428257509399,0.029229311272501945,0.16955938935279846,0.7809999999921899,0.99399999999006,0.6051427721977234,0.3630014657974243,1.028707504272461,0.10000000149011612,0.004714798182249069,0.1,0.6060994856775692,0.026668742299079895,0.30974268913269043,0.7882222222213463,0.9884444444433461,0.6060994863510132,0.37550774216651917,1.139671802520752,0.10000000149011612,0.005179539322853088
12,shufflenetv2_x0_5,4,0.5,0.1,0.32798048525893725,0.04274136573076248,0.19217753410339355,0.90099999999099,0.99699999999003,0.32798048853874207,0.2954578399658203,1.2823364734649658,0.10000000149011612,0.0052144527435302734,0.1,0.3325852979832321,0.04140639677643776,0.2869175672531128,0.9056666666656603,0.9957777777766713,0.33258530497550964,0.3055819571018219,1.2846113443374634,0.10000000149011612,0.005399797111749649
13,shufflenetv2_x0_5,5,0.001,0.1,0.36662393441740937,0.032664790749549866,0.2138374000787735,0.88699999999113,0.9929999999900699,0.3666239380836487,0.30409637093544006,1.0951931476593018,0.10000000149011612,0.004688076674938202,0.1,0.3459973629444922,0.030551791191101074,0.16663315892219543,0.8826666666656858,0.9956666666655603,0.3459973931312561,0.2842614948749542,0.8828821778297424,0.10000000149011612,0.00389905646443367
14,shufflenetv2_x0_5,0,0.1,0.1,0.4038473327306307,0.055076804012060165,0.27750882506370544,0.89499999999105,0.99499999999005,0.40384742617607117,0.37234506011009216,1.919273018836975,0.10000000149011612,0.007764790207147598,0.1,0.33453153864459806,0.04764900356531143,0.21505510807037354,0.9041111111101064,0.9962222222211152,0.3345315456390381,0.3117775022983551,1.39517080783844,0.10000000149011612,0.005783252418041229
15,shufflenetv2_x0_5,4,1.0,0.1,0.3627175354448614,0.052598413079977036,0.3067438006401062,0.90199999999098,0.99999999999,0.36271750926971436,0.333635151386261,1.4581233263015747,0.10000000149011612,0.006132781505584717,0.1,0.3542974421750092,0.0478091798722744,0.15489381551742554,0.899111111110112,0.9972222222211141,0.3542974591255188,0.3241831660270691,1.3826717138290405,0.10000000149011612,0.005796227604150772
16,shufflenetv2_x0_5,5,0.1,0.1,0.3530104423031018,0.04064992442727089,0.18811377882957458,0.87799999999122,0.99799999999002,0.3530103862285614,0.28772127628326416,0.9127288460731506,0.10000000149011612,0.004002876579761505,0.1,0.3537449038071861,0.030961649492383003,0.1054736077785492,0.881888888887909,0.9957777777766713,0.35374489426612854,0.2906430959701538,0.924552857875824,0.10000000149011612,0.00407680869102478
17,shufflenetv2_x0_5,3,1.0,0.1,0.37459238989077964,0.020807787775993347,0.2746879458427429,0.85899999999141,0.99899999999001,0.3745924234390259,0.26593029499053955,0.6784835457801819,0.10000000149011612,0.00307261198759079,0.1,0.37649022497624435,0.006846453994512558,0.08658106625080109,0.8721111111101421,0.9945555555544504,0.3764902353286743,0.2739843726158142,0.7351338863372803,0.10000000149011612,0.003322470933198929
18,shufflenetv2_x0_5,4,0.1,0.1,0.3333830800096751,0.047524593770504,0.7493278980255127,0.9059999999909399,0.99799999999002,0.33338314294815063,0.31055891513824463,1.5209771394729614,0.10000000149011612,0.006078008562326431,0.1,0.3379919690774173,0.04845103248953819,0.21128123998641968,0.9035555555545515,0.9971111111100032,0.33799198269844055,0.31454992294311523,1.3663593530654907,0.10000000149011612,0.005709674209356308
19,resnet56,4,1.0,0.1,0.28985085793561316,0.04947590455412865,0.6229933500289917,0.9299999999907,0.99899999999001,0.2898508906364441,0.28702712059020996,1.5383784770965576,0.10000000149011612,0.0062108710408210754,0.1,0.26356975208242955,0.03800792992115021,0.2665029764175415,0.9385555555545126,0.9981111111100021,0.26356977224349976,0.26154187321662903,1.472570776939392,0.10000000149011612,0.005877777934074402
