name,reg,lamb,sweep_model,_runtime,_step,_timestamp,_wandb,eval/L,eval/alphaD,eval/cummulant,eval/ece,eval/lambd,eval/loss,eval/lr,eval/mce,eval/top1_acc,eval/top5_acc,eval/var,train/L,train/alphaD,train/cummulant,train/ece,train/lambd,train/loss,train/lr,train/mce,train/top1_acc,train/top5_acc,train/var
resnet32-baseline,0,0.1,cifar10_resnet32,1128.840661269,199,1743467686.112497,{'runtime': 1128},0.2931760549545288,0.06678333133459091,0.006678333505988121,0.04178955033421517,0.10000000149011612,0.30435548677882196,0,0.70135498046875,0.9346999999990652,0.9967999999990032,1.6806319952011108,0.004225751850754023,9.634182788431644e-05,9.634182788431644e-06,0.002505706623196602,0.10000000149011612,0.004224140343530197,0,0.28577548265457153,0.9993399999998002,0.9999999999998,0.0020218624267727137
"resnet32-reg:3,lamb:0.01",3,0.01,cifar10_resnet32,1124.312824065,199,1743467684.44129,{'runtime': 1124},0.30604544281959534,0.003826059401035309,3.826059401035309e-05,0.02384566143155098,0.009999999776482582,0.3075228593474719,0,0.1641482710838318,0.8985999999991013,0.996899999999003,0.7833234071731567,0.1955452859401703,0.001472560688853264,1.472560688853264e-05,0.015552010387182236,0.009999999776482582,0.19524238656742343,0,0.06277483701705933,0.9334399999998134,0.9985799999998004,0.30733954906463623
"resnet32-reg:4,lamb:0.5",4,0.5,cifar10_resnet32,1144.50526293,199,1743467709.937868,{'runtime': 1144},0.2474556863307953,0.1350785195827484,0.0675392597913742,0.035295382142066956,0.5,0.2561287517950367,0,0.2493826001882553,0.9356999999990644,0.997999999999002,1.1918509006500244,0.004444856662303209,0.0002410602755844593,0.00012053013779222964,0.003585930215194822,0.5,0.004432778733993459,0,0.5905942916870117,0.9997599999998,0.9999999999998,0.0012264751130715013
"resnet32-reg:4,lamb:1.0",4,1.0,cifar10_resnet32,1149.87514948,199,1743467709.322401,{'runtime': 1149},0.28034260869026184,0.20300725102424624,0.20300725102424624,0.04070940613746643,1.0,0.2823816481271747,0,0.24478930234909055,0.9330999999990668,0.997999999999002,1.4913551807403564,0.005347719416022301,0.0007128622382879257,0.0007128622382879257,0.003701112698763609,1.0,0.00533994013411593,0,0.3716009557247162,0.9993799999998002,0.9999999999998,0.002030659932643175
"resnet32-reg:4,lamb:0.1",4,0.1,cifar10_resnet32,1143.808075353,199,1743467713.3393743,{'runtime': 1143},0.2817392945289612,0.061745718121528625,0.0061745718121528625,0.04040149971842766,0.10000000149011612,0.28518800057791677,0,0.21806150674819944,0.9356999999990644,0.9984999999990014,1.5339423418045044,0.00416435906663537,0.00011124357115477324,1.1124357115477324e-05,0.0026148930191993713,0.10000000149011612,0.004155921763219586,0,0.641525149345398,0.9994599999998002,0.9999799999998,0.0025028525851666927
"resnet32-reg:3,lamb:0.001",3,0.001,cifar10_resnet32,1242.251956911,199,1743467818.799362,{'runtime': 1242},0.34065693616867065,0.00019519937632139772,1.9519939087331298e-07,0.02301010675728321,0.0010000000474974513,0.3474437884117791,0,0.8073540925979614,0.8831999999991167,0.9961999999990038,0.8011786341667175,0.24065367877483368,0.0003277673094999045,3.2776733860373497e-07,0.015904005616903305,0.0010000000474974513,0.2404096062571619,0,0.18449348211288452,0.9187199999998164,0.9976799999998004,0.39391493797302246
"resnet32-reg:3,lamb:0.1",3,0.1,cifar10_resnet32,1170.344530507,199,1743467748.5496967,{'runtime': 1170},0.28482961654663086,0.03099968656897545,0.003099968656897545,0.01988399773836136,0.10000000149011612,0.28490255318910074,0,0.26702091097831726,0.9026999999990972,0.9975999999990024,0.704075813293457,0.15964002907276154,0.009941775351762772,0.0009941775351762772,0.02252260595560074,0.10000000149011612,0.15946796159301657,0,0.09885674715042114,0.9472199999998108,0.9992799999998002,0.21476098895072937
"resnet32-reg:3,lamb:2.0",3,2.0,cifar10_resnet32,1119.369486851,199,1743468102.88306,{'runtime': 1119},0.24456945061683655,0.18635669350624084,0.3727133870124817,0.0303049273788929,2.0,0.2508552677302263,0,0.3202940821647644,0.9292999999990706,0.997899999999002,0.9242722392082214,0.02923388779163361,0.010152772068977356,0.020305544137954712,0.012964121997356417,2.0,0.02918684971369902,0,0.18891316652297976,0.9929999999998016,0.9999999999998,0.021370472386479374
"resnet32-reg:4,lamb:0.01",4,0.01,cifar10_resnet32,1908.234087048,199,1743468918.4405508,{'runtime': 1908},0.279530793428421,0.007733632810413837,7.733632810413837e-05,0.03960291296243667,0.009999999776482582,0.2861210610002232,0,0.20398885011672976,0.9362999999990635,0.997899999999002,1.5809996128082275,0.003993290942162275,-1.2141026672907174e-05,-1.2141026672907176e-07,0.0026205871254205704,0.009999999776482582,0.003986737438231406,0,0.3393797278404236,0.9994399999998002,0.9999999999998,0.0018027001060545444
"resnet32-reg:4,lamb:0.001",4,0.001,cifar10_resnet32,1621.631639778,199,1743468827.6101446,{'runtime': 1621},0.29572945833206177,0.0010441290214657784,1.0441290214657784e-06,0.04662705957889557,0.0010000000474974513,0.3075911588197868,0,0.2884162366390228,0.92989999999907,0.9974999999990024,1.6068052053451538,0.00395544758066535,0.00014075066428631544,1.4075067156227308e-07,0.0024862647987902164,0.0010000000474974513,0.003959072640139504,0,0.2425653636455536,0.9994799999998002,0.9999999999998,0.00212137121707201
"resnet32-reg:8,lamb:2.0",8,2.0,cifar10_resnet32,2177.727975963,199,1743469728.2098775,{'runtime': 2177},0.2784355878829956,0.22277677059173584,0.4455535411834717,0.043096065521240234,2.0,0.27741743542769115,0,0.195570707321167,0.9224999999990774,0.9982999999990017,1.2561451196670532,0.024632345885038376,0.024617481976747513,2461.69970703125,0.007985852658748627,99998.03125,0.024580447149292268,0,0.1200222373008728,0.9931199999998014,0.9999999999998,0.02399144321680069
"resnet32-reg:8,lamb:0.01",8,0.01,cifar10_resnet32,2184.647715757,199,1743469739.9193058,{'runtime': 2184},0.2601863741874695,0.003361864946782589,3.361864946782589e-05,0.022600868716835976,0.009999999776482582,0.2688130590392659,0,0.11258035898208618,0.9113999999990884,0.9982999999990017,0.6870468854904175,0.1055913344025612,0.024211302399635315,0.01404447853565216,0.024538496509194378,0.5800794363021851,0.10543720672623556,0,0.13918757438659668,0.9677399999998064,0.9997199999998,0.11720336228609084
"resnet32-reg:8,lamb:0.1",8,0.1,cifar10_resnet32,2191.773657878,199,1743469750.7570765,{'runtime': 2191},0.26207834482192993,0.0446978397667408,0.00446978397667408,0.037676852196455,0.10000000149011612,0.2635774157282398,0,0.2760816812515259,0.9230999999990768,0.9976999999990024,1.0824929475784302,0.023521658033132553,0.019057603552937508,0.7684928774833679,0.011945335194468498,40.324737548828125,0.02351434430348628,0,0.7019208669662476,0.995279999999801,0.9999999999998,0.015492462553083897
"resnet32-reg:8,lamb:0.001",8,0.001,cifar10_resnet32,2184.21694398,199,1743469744.6098664,{'runtime': 2184},0.27438756823539734,0.0006830377387814224,6.830377969890833e-07,0.018081076443195343,0.0010000000474974513,0.27382234775134956,0,0.07944512367248535,0.9071999999990928,0.9977999999990022,0.6567133665084839,0.1685311794281006,0.011012574657797812,0.001086987555027008,0.020253503695130348,0.09870421886444092,0.16836513817515694,0,0.1839168816804886,0.9435799999998112,0.9990599999998002,0.24224604666233063
"resnet32-reg:8,lamb:1.0",8,1.0,cifar10_resnet32,2182.05402345,199,1743469741.780926,{'runtime': 2182},0.29149678349494934,0.2022328674793243,0.2022328674793243,0.04364997148513794,1.0,0.31037991113651825,0,0.2851439416408539,0.9222999999990776,0.9969999999990028,1.3860102891921997,0.030750323086977005,0.030706249177455906,922.4622802734376,0.008466193452477455,30041.515625,0.03070777836954353,0,0.11963337659835815,0.990979999999802,0.9999799999998,0.033037394285202026
"resnet32-reg:8,lamb:0.5",8,0.5,cifar10_resnet32,2178.077106794,199,1743469744.6408472,{'runtime': 2178},0.2634667754173279,0.13940709829330444,0.06970354914665222,0.038796041160821915,0.5,0.2635030030545466,0,0.2144526243209839,0.9293999999990704,0.9977999999990022,1.1979284286499023,0.015551182441413404,0.015328737907111645,49.310768127441406,0.00787024199962616,3216.8837890625,0.015511999331212474,0,0.7061659097671509,0.9968599999998008,0.9999999999998,0.01048217248171568
"resnet44-reg:3,lamb:0.5",3,0.5,cifar10_resnet44,1414.214762577,199,1743469113.578328,{'runtime': 1414},0.2396436184644699,0.10381560027599336,0.051907800137996674,0.026577649638056755,0.5,0.23528105368543625,0,0.28639644384384155,0.9241999999990758,0.997999999999002,0.7600544691085815,0.059786032885313034,0.010917853564023972,0.005458926782011986,0.017174094915390015,0.5,0.05985718261981425,0,0.8178116083145142,0.9821599999998036,0.9998999999998,0.05775802955031395
"resnet44-reg:3,lamb:0.01",3,0.01,cifar10_resnet44,1413.902730895,199,1743469115.889438,{'runtime': 1413},0.3085678517818451,0.003964267671108246,3.964267671108246e-05,0.022565020248293877,0.009999999776482582,0.3025234757166281,0,0.1899276971817017,0.8984999999991015,0.9969999999990028,0.8163449764251709,0.20308631658554077,0.0016703037545084951,1.6703037545084953e-05,0.012827862054109572,0.009999999776482582,0.2031892227399442,0,0.18703711032867432,0.9317199999998136,0.9983199999998004,0.34811142086982727
"resnet44-reg:3,lamb:1.0",3,1.0,cifar10_resnet44,1432.940342655,199,1743469131.409191,{'runtime': 1433},0.25513434410095215,0.16058135032653809,0.16058135032653809,0.035340823233127594,1.0,0.24934151131479804,0,0.28334757685661316,0.9214999999990784,0.9981999999990018,0.9294191002845764,0.03675846755504608,0.009059950709342957,0.009059950709342957,0.014374539256095886,1.0,0.03685011421807493,0,0.21574488282203672,0.990279999999802,0.9999799999998,0.027844155207276344
resnet44-baseline,0,0.1,cifar10_resnet44,1414.384158018,199,1743469118.3196273,{'runtime': 1414},0.2665407061576843,0.06005117669701576,0.006005117669701576,0.038968510925769806,0.10000000149011612,0.2603057943521414,0,0.2842312753200531,0.9405999999990592,0.9985999999990012,1.5008556842803955,0.002146782353520394,2.9625225579366088e-05,2.962522557936609e-06,0.0014859719667583704,0.10000000149011612,0.0021495824549153247,0,0.19875246286392212,0.9997999999998,0.9999999999998,0.0006830724887549877
"resnet44-reg:4,lamb:1.0",4,1.0,cifar10_resnet44,1431.284744747,199,1743469149.32663,{'runtime': 1431},0.2616700232028961,0.191307932138443,0.191307932138443,0.03620528802275658,1.0,0.255634468764885,0,0.7064833641052246,0.93999999999906,0.9973999999990024,1.4516286849975586,0.00323019502684474,0.00027475832030177116,0.00027475832030177116,0.002624576212838292,1.0,0.0032309020460331832,0,0.37807029485702515,0.9998199999998,0.9999999999998,0.0007542840903624892
"resnet44-reg:4,lamb:0.5",4,0.5,cifar10_resnet44,1426.362704925,199,1743469145.8108375,{'runtime': 1426},0.24370722472667697,0.13758234679698944,0.06879117339849472,0.033577051013708115,0.5,0.2384027599692384,0,0.2246016561985016,0.9411999999990588,0.9981999999990018,1.2609336376190186,0.0031559327617287636,0.00014995131641626358,7.497565820813179e-05,0.0024891565553843975,0.5,0.0031796112160205952,0,0.3646661043167114,0.9997799999998,0.9999999999998,0.0007442010100930929
"resnet44-reg:4,lamb:2.0",4,2.0,cifar10_resnet44,1420.485407671,199,1743469143.554045,{'runtime': 1420},0.2737601399421692,0.22936183214187625,0.4587236642837525,0.04019578918814659,2.0,0.2678193363622835,0,0.31077659130096436,0.9357999999990642,0.9981999999990018,1.4797470569610596,0.0034715388901531696,0.0006534312851727009,0.0013068625703454018,0.0023935302160680294,2.0,0.0035931217257827667,0,0.6009677648544312,0.9996399999998,0.9999999999998,0.0012841715943068266
"resnet44-reg:4,lamb:0.1",4,0.1,cifar10_resnet44,1419.907765444,199,1743469144.0934658,{'runtime': 1420},0.2720794379711151,0.06328200548887253,0.006328200921416283,0.03816695511341095,0.10000000149011612,0.2657463181041314,0,0.2619491219520569,0.9391999999990608,0.9982999999990017,1.609047770500183,0.0026690661907196045,3.692519385367632e-05,3.692519385367632e-06,0.0019776690751314163,0.10000000149011612,0.0026875518202213503,0,0.34333908557891846,0.9997999999998,0.9999999999998,0.0008312509162351489
"resnet44-reg:3,lamb:0.1",3,0.1,cifar10_resnet44,1442.494651775,199,1743469201.6948051,{'runtime': 1442},0.28646448254585266,0.03406502306461334,0.0034065023064613342,0.024212662130594257,0.10000000149011612,0.28073705064564963,0,0.11989688873291016,0.904899999999095,0.9973999999990024,0.7830575704574585,0.15054643154144287,0.010051149874925612,0.0010051149874925611,0.018079787492752075,0.10000000149011612,0.15065488948345315,0,0.1810496151447296,0.94997999999981,0.9991799999998002,0.2181953638792038
"resnet44-reg:3,lamb:0.001",3,0.001,cifar10_resnet44,1497.310105311,199,1743469327.0296428,{'runtime': 1497},0.31843191385269165,-9.531503746984528e-05,-9.531504474580289e-08,0.02510649338364601,0.0010000000474974513,0.31545769340854135,0,0.2316499650478363,0.8954999999991045,0.9977999999990022,0.8289151191711426,0.21106994152069092,0.00030790394521318376,3.079039743170142e-07,0.011477132327854632,0.0010000000474974513,0.21125540911681712,0,0.1839776337146759,0.9285799999998144,0.9981199999998004,0.3616257905960083
"resnet44-reg:3,lamb:2.0",3,2.0,cifar10_resnet44,1407.83841326,199,1743469527.689577,{'runtime': 1407},0.25557610392570496,0.2004089057445526,0.4008178114891052,0.03667010739445686,2.0,0.24961180412082032,0,0.27297133207321167,0.926899999999073,0.9983999999990016,1.0855754613876345,0.02422364614903927,0.008711656555533409,0.017423313111066818,0.01018719282001257,2.0,0.024195883550149937,0,0.7180048227310181,0.9941199999998012,0.9999999999998,0.017890281975269318
"resnet44-reg:4,lamb:0.001",4,0.001,cifar10_resnet44,1695.442106576,199,1743470531.0014324,{'runtime': 1695},0.2944798767566681,0.0007482303190045059,7.482303772121668e-07,0.04284998029470444,0.0010000000474974513,0.2875936286343375,0,0.36174798011779785,0.9381999999990616,0.9975999999990024,1.8352792263031008,0.002294873585924506,0.0003875252150464803,3.8752523323637433e-07,0.00166658207308501,0.0010000000474974513,0.002306243655871661,0,0.6748966574668884,0.9998199999998,0.9999999999998,0.0006556246662512422
"resnet44-reg:4,lamb:0.01",4,0.01,cifar10_resnet44,2004.112757661,199,1743470932.370581,{'runtime': 2004},0.2617417871952057,0.00682466197758913,6.82466197758913e-05,0.04050394147634506,0.009999999776482582,0.25572832878106594,0,0.30706727504730225,0.9377999999990622,0.9982999999990017,1.3882490396499634,0.00231687305495143,2.8054637368768457e-05,2.805463736876846e-07,0.001728845527395606,0.009999999776482582,0.002312604512435672,0,0.23501229286193848,0.9997799999998,0.9999999999998,0.0005088044563308358
"resnet56-reg:3,lamb:0.01",3,0.01,cifar10_resnet56,1703.425016615,199,1743470828.0240915,{'runtime': 1703},0.3139534592628479,0.00400932040065527,4.0093204006552696e-05,0.024241076782345772,0.009999999776482582,0.31723865523453976,0,0.09788739681243896,0.8947999999991051,0.996899999999003,0.8174295425415039,0.20763133466243744,0.0017330516129732132,1.7330516129732132e-05,0.010764837265014648,0.009999999776482582,0.20797580878652705,0,0.30543869733810425,0.9281599999998144,0.9982399999998004,0.3512260317802429
"resnet56-reg:3,lamb:0.5",3,0.5,cifar10_resnet56,1704.898626874,199,1743470836.1735091,{'runtime': 1704},0.2470539957284927,0.11201561987400056,0.056007809937000275,0.0293902438133955,0.5,0.24849304848657516,0,0.2893450856208801,0.923799999999076,0.9982999999990017,0.863277792930603,0.058245301246643066,0.011049866676330566,0.005524933338165283,0.015844378620386124,0.5,0.05834027257811419,0,0.12578141689300537,0.9824799999998036,0.9999199999998,0.059235766530036926
resnet56-baseline,0,0.1,cifar10_resnet56,1701.790221541,199,1743470837.608223,{'runtime': 1701},0.2553061544895172,0.05800049751996994,0.005800049751996994,0.037234727293252945,0.10000000149011612,0.256257731403421,0,0.27306216955184937,0.9426999999990572,0.9986999999990012,1.4523801803588867,0.0020563476718962193,3.455817932263017e-05,3.4558179322630167e-06,0.0014384036185219884,0.10000000149011612,0.002053665088584442,0,0.6930822730064392,0.9997999999998,0.9999999999998,0.0006706881104037166
"resnet56-reg:3,lamb:1.0",3,1.0,cifar10_resnet56,1721.143160108,199,1743470863.1643577,{'runtime': 1721},0.25901171565055847,0.16825339198112488,0.16825339198112488,0.037430234253406525,1.0,0.2617278247417351,0,0.24190586805343628,0.922899999999077,0.9983999999990016,1.042022466659546,0.03850921988487244,0.01070675253868103,0.01070675253868103,0.012776331044733524,1.0,0.03854080169664169,0,0.22933384776115415,0.9892999999998022,0.9999999999998,0.03586699068546295
"resnet56-reg:4,lamb:0.1",4,0.1,cifar10_resnet56,1709.258470366,199,1743470864.1447036,{'runtime': 1709},0.25839173793792725,0.05951249971985817,0.005951249971985817,0.03866790607571602,0.10000000149011612,0.2658986988743985,0,0.28065839409828186,0.941999999999058,0.997899999999002,1.4968734979629517,0.0020537758246064186,3.198641934432089e-05,3.1986419344320893e-06,0.0012238218914717436,0.10000000149011612,0.00205058537648355,0,0.2069075107574463,0.9996799999998002,0.9999999999998,0.000762800918892026
