id,name,reg,lamb,eval/lr,eval/loss,eval/ece,eval/mce,eval/top1_acc,eval/top5_acc,eval/L,eval/alphaD,eval/var,eval/lambd,eval/cummulant,test/lr,test/loss,test/mce,test/alphaD,test/lambd,test/cummulant,test/top1_acc,test/top5_acc,test/L,test/var,test/ece
11,resnet56,5,0.01,0.1,1.158957231376126,0.1206109821796417,0.267867237329483,0.69099999999309,0.92299999999077,1.1589572429656982,0.7241027355194092,3.920105218887329,0.1000000014901161,0.0169863477349281,0.1,1.14333270528701,0.2170419692993164,0.7450237274169922,0.1000000014901161,0.0183936282992362,0.930579999999814,0.995159999999801,0.2494325041770935,0.3222842216491699,0.0574901103973388
12,resnet56,5,0.001,0.1,1.154753673450022,0.1146489903330802,0.1926703453063964,0.6899999999931,0.92899999999071,1.154753804206848,0.7059804797172546,3.655158281326294,0.1000000014901161,0.0159937962889671,0.1,1.1661646088252466,0.2225200533866882,0.7357152700424194,0.1000000014901161,0.0177423804998397,0.9213599999998158,0.9933799999998014,0.2867748737335205,0.3975634276866913,0.0629818066954612
13,resnet56,4,0.01,0.1,1.322211133132564,0.1275425553321838,0.307466447353363,0.7309999999926899,0.91699999999083,1.3222110271453855,0.9147434830665588,6.524177074432373,0.1000000014901161,0.0268081575632095,0.1,1.320383030695892,0.2970004677772522,0.9171226620674132,0.1000000014901161,0.0269510298967361,0.9972399999998006,0.9999999999998,0.029122095555067,0.011051720008254,0.021256398409605
14,resnet56,5,0.1,0.1,1.2277283545745232,0.1324954777956009,0.2577475309371948,0.68899999999311,0.91499999999085,1.2277286052703855,0.7823954820632935,4.657635688781738,0.1000000014901161,0.0197850987315177,0.1,1.1494047364073454,0.2013968825340271,0.763160765171051,0.1000000014901161,0.0195110663771629,0.9537799999998092,0.9985999999998004,0.1801068633794784,0.1665244698524475,0.0609242618083953
15,resnet56,3,2.0,0.1,1.3097106087366952,0.1070087850093841,0.2245627641677856,0.64099999999359,0.9099999999909,1.3097107410430908,0.7395191192626953,4.113050937652588,0.1000000014901161,0.0176116228103637,0.1,1.2933029186925606,0.1741062402725219,0.7681801915168762,0.1000000014901161,0.0192734152078628,0.9040199999998192,0.995359999999801,0.3515359759330749,0.3348255455493927,0.0984105467796325
16,resnet56,4,1.0,0.1,1.3864620785349764,0.1506546437740326,0.4054710865020752,0.69799999999302,0.92099999999079,1.3864619731903076,0.9209365248680116,6.585324764251709,0.1000000014901161,0.0270458161830902,0.1,1.2960431693829433,0.2794812619686126,0.8863179683685303,0.1000000014901161,0.0253991931676864,0.9966599999998008,0.9999599999998,0.0406611077487468,0.0128504186868667,0.0309636779129505
17,resnet56,3,0.001,0.1,1.2843729129146328,0.0475057028234005,0.1170968413352966,0.63299999999367,0.89699999999103,1.2843728065490725,0.6468267440795898,2.875791072845459,0.1000000014901161,0.0129549652338027,0.1,1.2680997437056445,0.0944105982780456,0.6659916639328003,0.1000000014901161,0.0139473974704742,0.7212599999998558,0.9364399999998128,0.9483836889266968,1.6322667598724363,0.0474442951381206
18,resnet56,0,0.0,0.1,1.4514044378098694,0.1585657447576522,0.3143511414527893,0.7059999999929399,0.90599999999094,1.4514045715332031,0.9964089393615724,7.591954231262207,0.1000000014901161,0.0310042351484298,0.1,1.337361374004867,0.3258629441261291,0.9228912591934204,0.1000000014901161,0.0271763801574707,0.9972799999998004,0.9999799999998,0.0275626927614212,0.0100936358794569,0.0202670525759458
19,resnet20,3,0.01,0.1,1.3391227588255694,0.0490044392645359,0.4112855195999145,0.59799999999402,0.88199999999118,1.3391228914260864,0.6116905808448792,2.424274444580078,0.1000000014901161,0.0112020671367645,0.1,1.3407891311582782,0.0859312266111373,0.6432103514671326,0.1000000014901161,0.0126580595970153,0.6825999999998635,0.919619999999816,1.1032748222351074,1.7189501523971558,0.0671629235148429
20,resnet20,3,0.1,0.1,1.3071492779670204,0.0350625738501548,0.0989490523934364,0.62299999999377,0.89799999999102,1.3071495294570925,0.6084917783737183,2.4768154621124268,0.1000000014901161,0.011325404047966,0.1,1.3010511516314072,0.0889451056718826,0.6322444081306458,0.1000000014901161,0.0123540014028549,0.7018399999998597,0.9339399999998133,1.0209839344024658,1.4583375453948977,0.0802264437079429
21,resnet20,5,2.0,0.1,1.174216973960345,0.0638865679502487,0.1190562844276428,0.67599999999324,0.92699999999073,1.1742171049118042,0.6587135195732117,3.2372970581054688,0.1000000014901161,0.0141612067818641,0.1,1.1626705580614425,0.1272994875907898,0.6794156432151794,0.1000000014901161,0.0150745883584022,0.8920199999998216,0.9940999999998013,0.3976868987083435,0.3792998194694519,0.108406975865364
22,resnet20,5,0.1,0.1,1.1844015003019812,0.0578257218003273,0.1160750985145568,0.67399999999326,0.91699999999083,1.184401512145996,0.6578633189201355,3.153614282608032,0.1000000014901161,0.013919360935688,0.1,1.140035786951474,0.097886174917221,0.6437186598777771,0.1000000014901161,0.0134081095457077,0.8357799999998329,0.9820999999998036,0.5595946311950684,0.7085939645767212,0.0886204093694686
23,resnet20,3,2.0,0.1,1.2337295885690762,0.045522816479206,0.1228489279747009,0.64099999999359,0.91299999999087,1.2337297201156616,0.6167093515396118,2.64265513420105,0.1000000014901161,0.0119437575340271,0.1,1.1934301045190998,0.092292383313179,0.6277017593383789,0.1000000014901161,0.0127193704247474,0.8171599999998366,0.979919999999804,0.6426851153373718,0.7194911241531372,0.1210075169801712
24,resnet20,4,0.1,0.1,1.329562293108491,0.1293864250183105,0.223120629787445,0.64899999999351,0.90499999999095,1.3295621871948242,0.7780091762542725,4.411910533905029,0.1000000014901161,0.0190932154655456,0.1,1.2197791721778115,0.1980720162391662,0.7459124326705933,0.1000000014901161,0.0180951282382011,0.9159599999998168,0.9962999999998008,0.3167684078216553,0.3105117082595825,0.0899993777275085
25,resnet20,5,0.001,0.1,1.1654627206604364,0.0522833466529846,0.1394527554512024,0.67699999999323,0.91199999999088,1.165462851524353,0.6381546854972839,2.902038335800171,0.1000000014901161,0.0129786878824234,0.1,1.1493202567575775,0.108613908290863,0.6522859930992126,0.1000000014901161,0.0136794671416282,0.820079999999836,0.9722399999998056,0.6170016527175903,0.9449923634529114,0.07431211322546
